EmployeeID,Year,PerformanceRating,GoalsAchieved,ReviewerNotes
226,2026,3,94%,Consistent delivery with focus on key deliverables.
227,2024,4,99%,Consistent delivery with focus on key deliverables.
227,2025,3,96%,Consistent delivery with focus on key deliverables.
227,2026,3,83%,Consistent delivery with focus on key deliverables.
228,2024,3,82%,Consistent delivery with focus on key deliverables.
228,2025,4,74%,Consistent delivery with focus on key deliverables.
228,2026,2,75%,Needs improvement in deadlines and upskilling.
230,2024,5,91%,Consistent delivery with focus on key deliverables.
230,2025,4,97%,Consistent delivery with focus on key deliverables.
230,2026,4,96%,Consistent delivery with focus on key deliverables.
231,2024,3,88%,Consistent delivery with focus on key deliverables.
231,2025,4,96%,Consistent delivery with focus on key deliverables.
231,2026,5,74%,Consistent delivery with focus on key deliverables.
233,2024,4,86%,Consistent delivery with focus on key deliverables.
233,2025,3,79%,Consistent delivery with focus on key deliverables.
233,2026,3,88%,Consistent delivery with focus on key deliverables.
235,2024,5,98%,Consistent delivery with focus on key deliverables.
235,2025,3,86%,Consistent delivery with focus on key deliverables.
235,2026,4,88%,Consistent delivery with focus on key deliverables.
238,2024,2,82%,Needs improvement in deadlines and upskilling.
238,2025,4,91%,Consistent delivery with focus on key deliverables.
238,2026,2,72%,Needs improvement in deadlines and upskilling.
239,2024,4,96%,Consistent delivery with focus on key deliverables.
239,2025,3,72%,Consistent delivery with focus on key deliverables.
239,2026,2,77%,Needs improvement in deadlines and upskilling.
240,2024,2,87%,Needs improvement in deadlines and upskilling.
240,2025,2,83%,Needs improvement in deadlines and upskilling.
240,2026,4,97%,Consistent delivery with focus on key deliverables.
241,2024,2,74%,Needs improvement in deadlines and upskilling.
241,2025,3,79%,Consistent delivery with focus on key deliverables.
241,2026,3,80%,Consistent delivery with focus on key deliverables.
242,2024,4,86%,Consistent delivery with focus on key deliverables.
242,2025,4,78%,Consistent delivery with focus on key deliverables.
242,2026,4,89%,Consistent delivery with focus on key deliverables.
243,2024,5,71%,Consistent delivery with focus on key deliverables.
243,2025,5,99%,Consistent delivery with focus on key deliverables.
243,2026,5,78%,Consistent delivery with focus on key deliverables.
244,2024,4,78%,Consistent delivery with focus on key deliverables.
244,2025,3,74%,Consistent delivery with focus on key deliverables.
244,2026,4,72%,Consistent delivery with focus on key deliverables.
245,2024,3,84%,Consistent delivery with focus on key deliverables.
245,2025,3,85%,Consistent delivery with focus on key deliverables.
245,2026,3,97%,Consistent delivery with focus on key deliverables.
246,2024,4,79%,Consistent delivery with focus on key deliverables.
246,2025,4,81%,Consistent delivery with focus on key deliverables.
246,2026,3,92%,Consistent delivery with focus on key deliverables.
247,2024,3,81%,Consistent delivery with focus on key deliverables.
247,2025,2,92%,Needs improvement in deadlines and upskilling.
247,2026,2,86%,Needs improvement in deadlines and upskilling.
248,2024,4,89%,Consistent delivery with focus on key deliverables.
248,2025,4,78%,Consistent delivery with focus on key deliverables.
248,2026,4,90%,Consistent delivery with focus on key deliverables.
249,2024,3,77%,Consistent delivery with focus on key deliverables.
249,2025,3,74%,Consistent delivery with focus on key deliverables.
249,2026,2,88%,Needs improvement in deadlines and upskilling.
250,2024,3,82%,Consistent delivery with focus on key deliverables.
250,2025,3,95%,Consistent delivery with focus on key deliverables.
250,2026,3,73%,Consistent delivery with focus on key deliverables.
252,2024,3,73%,Consistent delivery with focus on key deliverables.
252,2025,3,82%,Consistent delivery with focus on key deliverables.
252,2026,3,81%,Consistent delivery with focus on key deliverables.
253,2024,4,84%,Consistent delivery with focus on key deliverables.
253,2025,3,95%,Consistent delivery with focus on key deliverables.
253,2026,3,80%,Consistent delivery with focus on key deliverables.
254,2024,2,81%,Needs improvement in deadlines and upskilling.
254,2025,3,98%,Consistent delivery with focus on key deliverables.
254,2026,3,89%,Consistent delivery with focus on key deliverables.
256,2024,3,88%,Consistent delivery with focus on key deliverables.
256,2025,3,72%,Consistent delivery with focus on key deliverables.
256,2026,4,78%,Consistent delivery with focus on key deliverables.
258,2024,3,96%,Consistent delivery with focus on key deliverables.
258,2025,3,99%,Consistent delivery with focus on key deliverables.
258,2026,4,72%,Consistent delivery with focus on key deliverables.
259,2024,3,93%,Consistent delivery with focus on key deliverables.
259,2025,4,76%,Consistent delivery with focus on key deliverables.
259,2026,3,93%,Consistent delivery with focus on key deliverables.
260,2024,3,90%,Consistent delivery with focus on key deliverables.
260,2025,2,81%,Needs improvement in deadlines and upskilling.
260,2026,2,75%,Needs improvement in deadlines and upskilling.
261,2024,3,71%,Consistent delivery with focus on key deliverables.
261,2025,3,99%,Consistent delivery with focus on key deliverables.
261,2026,2,84%,Needs improvement in deadlines and upskilling.
262,2024,3,79%,Consistent delivery with focus on key deliverables.
262,2025,2,87%,Needs improvement in deadlines and upskilling.
262,2026,3,98%,Consistent delivery with focus on key deliverables.
264,2024,4,95%,Consistent delivery with focus on key deliverables.
264,2025,4,75%,Consistent delivery with focus on key deliverables.
264,2026,3,80%,Consistent delivery with focus on key deliverables.
267,2024,3,92%,Consistent delivery with focus on key deliverables.
267,2025,3,88%,Consistent delivery with focus on key deliverables.
267,2026,2,93%,Needs improvement in deadlines and upskilling.
269,2024,2,80%,Needs improvement in deadlines and upskilling.
269,2025,3,87%,Consistent delivery with focus on key deliverables.
269,2026,3,97%,Consistent delivery with focus on key deliverables.
270,2024,3,70%,Consistent delivery with focus on key deliverables.
270,2025,4,73%,Consistent delivery with focus on key deliverables.
270,2026,2,77%,Needs improvement in deadlines and upskilling.
271,2024,3,80%,Consistent delivery with focus on key deliverables.
271,2025,3,98%,Consistent delivery with focus on key deliverables.
271,2026,4,81%,Consistent delivery with focus on key deliverables.
273,2024,3,90%,Consistent delivery with focus on key deliverables.
273,2025,3,73%,Consistent delivery with focus on key deliverables.
273,2026,3,81%,Consistent delivery with focus on key deliverables.
274,2024,4,96%,Consistent delivery with focus on key deliverables.
274,2025,4,92%,Consistent delivery with focus on key deliverables.
274,2026,3,92%,Consistent delivery with focus on key deliverables.
275,2024,3,95%,Consistent delivery with focus on key deliverables.
275,2025,3,70%,Consistent delivery with focus on key deliverables.
275,2026,2,76%,Needs improvement in deadlines and upskilling.
277,2024,4,97%,Consistent delivery with focus on key deliverables.
277,2025,3,98%,Consistent delivery with focus on key deliverables.
277,2026,4,81%,Consistent delivery with focus on key deliverables.
281,2024,2,74%,Needs improvement in deadlines and upskilling.
281,2025,3,77%,Consistent delivery with focus on key deliverables.
281,2026,4,97%,Consistent delivery with focus on key deliverables.
282,2024,2,90%,Needs improvement in deadlines and upskilling.
282,2025,3,85%,Consistent delivery with focus on key deliverables.
282,2026,3,92%,Consistent delivery with focus on key deliverables.
283,2024,3,79%,Consistent delivery with focus on key deliverables.
283,2025,4,94%,Consistent delivery with focus on key deliverables.
283,2026,4,96%,Consistent delivery with focus on key deliverables.
284,2024,3,78%,Consistent delivery with focus on key deliverables.
284,2025,3,86%,Consistent delivery with focus on key deliverables.
284,2026,4,97%,Consistent delivery with focus on key deliverables.
286,2024,3,98%,Consistent delivery with focus on key deliverables.
286,2025,3,84%,Consistent delivery with focus on key deliverables.
286,2026,2,92%,Needs improvement in deadlines and upskilling.
287,2024,3,88%,Consistent delivery with focus on key deliverables.
287,2025,2,73%,Needs improvement in deadlines and upskilling.
287,2026,2,77%,Needs improvement in deadlines and upskilling.
288,2024,3,97%,Consistent delivery with focus on key deliverables.
288,2025,3,83%,Consistent delivery with focus on key deliverables.
288,2026,3,93%,Consistent delivery with focus on key deliverables.
291,2024,3,99%,Consistent delivery with focus on key deliverables.
291,2025,3,86%,Consistent delivery with focus on key deliverables.
291,2026,4,83%,Consistent delivery with focus on key deliverables.
292,2024,3,84%,Consistent delivery with focus on key deliverables.
292,2025,4,96%,Consistent delivery with focus on key deliverables.
292,2026,4,81%,Consistent delivery with focus on key deliverables.
293,2024,3,93%,Consistent delivery with focus on key deliverables.
293,2025,3,90%,Consistent delivery with focus on key deliverables.
293,2026,2,91%,Needs improvement in deadlines and upskilling.
296,2024,3,70%,Consistent delivery with focus on key deliverables.
296,2025,4,75%,Consistent delivery with focus on key deliverables.
296,2026,2,91%,Needs improvement in deadlines and upskilling.
297,2024,3,91%,Consistent delivery with focus on key deliverables.
297,2025,2,75%,Needs improvement in deadlines and upskilling.
297,2026,2,82%,Needs improvement in deadlines and upskilling.
298,2024,2,77%,Needs improvement in deadlines and upskilling.
298,2025,3,84%,Consistent delivery with focus on key deliverables.
298,2026,3,71%,Consistent delivery with focus on key deliverables.
299,2024,2,95%,Needs improvement in deadlines and upskilling.
299,2025,3,80%,Consistent delivery with focus on key deliverables.
299,2026,2,87%,Needs improvement in deadlines and upskilling.
300,2024,2,96%,Needs improvement in deadlines and upskilling.
300,2025,3,95%,Consistent delivery with focus on key deliverables.
300,2026,3,76%,Consistent delivery with focus on key deliverables.
302,2024,2,86%,Needs improvement in deadlines and upskilling.
302,2025,4,76%,Consistent delivery with focus on key deliverables.
302,2026,3,76%,Consistent delivery with focus on key deliverables.
303,2024,3,74%,Consistent delivery with focus on key deliverables.
303,2025,3,77%,Consistent delivery with focus on key deliverables.
303,2026,2,81%,Needs improvement in deadlines and upskilling.
304,2024,3,75%,Consistent delivery with focus on key deliverables.
304,2025,2,91%,Needs improvement in deadlines and upskilling.
304,2026,4,86%,Consistent delivery with focus on key deliverables.
305,2024,5,70%,Consistent delivery with focus on key deliverables.
305,2025,4,72%,Consistent delivery with focus on key deliverables.
305,2026,4,97%,Consistent delivery with focus on key deliverables.
306,2024,4,90%,Consistent delivery with focus on key deliverables.
306,2025,3,91%,Consistent delivery with focus on key deliverables.
306,2026,3,77%,Consistent delivery with focus on key deliverables.
307,2024,3,92%,Consistent delivery with focus on key deliverables.
307,2025,2,74%,Needs improvement in deadlines and upskilling.
307,2026,4,84%,Consistent delivery with focus on key deliverables.
308,2024,2,96%,Needs improvement in deadlines and upskilling.
308,2025,3,96%,Consistent delivery with focus on key deliverables.
308,2026,4,87%,Consistent delivery with focus on key deliverables.
309,2024,3,86%,Consistent delivery with focus on key deliverables.
309,2025,3,73%,Consistent delivery with focus on key deliverables.
309,2026,2,84%,Needs improvement in deadlines and upskilling.
311,2024,3,92%,Consistent delivery with focus on key deliverables.
311,2025,2,91%,Needs improvement in deadlines and upskilling.
311,2026,2,94%,Needs improvement in deadlines and upskilling.
312,2024,3,91%,Consistent delivery with focus on key deliverables.
312,2025,2,97%,Needs improvement in deadlines and upskilling.
312,2026,3,74%,Consistent delivery with focus on key deliverables.
314,2024,3,91%,Consistent delivery with focus on key deliverables.
